"","J_Size1_BM1","J_Size1_BM2","J_Size1_BM3","J_Size1_BM4","J_Size1_BM5","J_Size2_BM1","J_Size2_BM2","J_Size2_BM3","J_Size2_BM4","J_Size2_BM5","J_Size3_BM1","J_Size3_BM2","J_Size3_BM3","J_Size3_BM4","J_Size3_BM5","J_Size4_BM1","J_Size4_BM2","J_Size4_BM3","J_Size4_BM4","J_Size4_BM5","J_Size5_BM1","J_Size5_BM2","J_Size5_BM3","J_Size5_BM4","J_Size5_BM5","J_Size1_OP1","J_Size1_OP2","J_Size1_OP3","J_Size1_OP4","J_Size1_OP5","J_Size2_OP1","J_Size2_OP2","J_Size2_OP3","J_Size2_OP4","J_Size2_OP5","J_Size3_OP1","J_Size3_OP2","J_Size3_OP3","J_Size3_OP4","J_Size3_OP5","J_Size4_OP1","J_Size4_OP2","J_Size4_OP3","J_Size4_OP4","J_Size4_OP5","J_Size5_OP1","J_Size5_OP2","J_Size5_OP3","J_Size5_OP4","J_Size5_OP5","J_Size1_INV1","J_Size1_INV2","J_Size1_INV3","J_Size1_INV4","J_Size1_INV5","J_Size2_INV1","J_Size2_INV2","J_Size2_INV3","J_Size2_INV4","J_Size2_INV5","J_Size3_INV1","J_Size3_INV2","J_Size3_INV3","J_Size3_INV4","J_Size3_INV5","J_Size4_INV1","J_Size4_INV2","J_Size4_INV3","J_Size4_INV4","J_Size4_INV5","J_Size5_INV1","J_Size5_INV2","J_Size5_INV3","J_Size5_INV4","J_Size5_INV5","J_Size1_MOM1","J_Size1_MOM2","J_Size1_MOM3","J_Size1_MOM4","J_Size1_MOM5","J_Size2_MOM1","J_Size2_MOM2","J_Size2_MOM3","J_Size2_MOM4","J_Size2_MOM5","J_Size3_MOM1","J_Size3_MOM2","J_Size3_MOM3","J_Size3_MOM4","J_Size3_MOM5","J_Size4_MOM1","J_Size4_MOM2","J_Size4_MOM3","J_Size4_MOM4","J_Size4_MOM5","J_Size5_MOM1","J_Size5_MOM2","J_Size5_MOM3","J_Size5_MOM4","J_Size5_MOM5"
"1",-0.061300374284344,-0.0980435786010373,-0.107794417136657,-0.0823048356235929,-0.0841948886113391,-0.0677098228887806,-0.0871575352135042,-0.0697420075632884,-0.103820383682046,-0.0934171749923441,-0.0716931573052034,-0.111453768676186,-0.0994387239161182,-0.0900021022260734,-0.112542843505289,-0.0819761023723223,-0.0845165387756909,-0.0955940651022465,-0.085138135832064,-0.062850003005059,-0.0723816804927241,-0.0956188979822206,-0.112474767948361,-0.0943279866982797,-0.100639943083054,-0.0977956597682867,-0.0137628361731345,-0.097437287551233,-0.0785949308036069,-0.0620430195767496,-0.0827950693703008,-0.102726791200235,-0.0929630868190578,-0.0656900531893566,-0.0993681798936362,-0.107809339390721,-0.0732600065441659,-0.0548759414709207,-0.103648379941492,-0.116259851403999,-0.119850461460042,-0.0861842531747011,-0.113180170702366,-0.0754107946020224,-0.093860979762118,-0.105022634895725,-0.127605525910802,-0.099298383925092,-0.0145970753015878,-0.0613357727082414,-0.106170797391967,-0.0968392633157509,-0.0893261242958963,-0.0755320420260963,-0.0824506614245506,-0.0710317816633303,-0.0845846702643971,-0.0523335646811317,-0.0768907736677119,-0.024401042164216,-0.114071962380592,-0.108679537608079,-0.11500774008346,-0.104149823100761,-0.0549094625053795,-0.0861927790041372,-0.103166536563567,-0.100130601256997,-0.0873311389873184,-0.0704420066382452,-0.0973806339094836,-0.117834727366603,-0.0964870561414022,-0.072037803445854,-0.113703345839072,-0.10534710272129,-0.0627218665002071,-0.105189007862622,-0.107269827756554,-0.0658347319808475,-0.0847939432729928,-0.0663706746518708,-0.0755941948025637,-0.0932332069913657,-0.0796550617632005,-0.111856280609146,-0.112468608009385,-0.118244589997841,-0.113265173014323,-0.10008328440671,-0.0831611884418254,-0.0772260250632458,-0.063868612579127,-0.079544087768023,-0.0860485913386676,-0.076879785930548,-0.0537796348444809,-0.0799887345886338,-0.0937487320478464,-0.0398263765508833
"2",-0.016102744629847,-0.0207949998375177,-0.00812296294977362,0.0184644832613704,-0.0386977070189753,-0.00710300646580135,-0.0463704770203276,-0.0563112930323661,-0.0353497860324872,-0.00238775043849493,-0.00412425694885964,-0.0583094015845011,-0.045232657804799,-0.00689324293121983,-0.0220920699795019,-0.0179986523925871,0.00634494182875996,-0.0224994838175004,0.00493532701075759,0.00177347103973577,0.0645650630830697,0.0646181978456385,0.0500770027882778,0.0300597304502024,0.0106306913805636,-0.0065470588583333,-0.0435508739785185,0.0146664557613732,-0.0148982449049284,-0.0501050838310086,-0.0104771545326412,-0.100471526207002,-0.0820828502602839,-0.0408988894334502,-0.0327694999474669,-0.0135251153156812,-0.0422960678635264,-0.0240226502671297,0.0155804461147408,-0.0232605943802671,-0.0108770749785006,0.0190322320302677,-0.0162973000010867,-0.0198355597997099,0.0204731838347813,0.023714542291367,0.0405201454417787,0.074197979877468,0.044888409709276,0.0780975487305359,-0.00180490398723756,-0.0245895617475612,0.0234762136065376,-0.0179165843129609,-0.0386495652829272,-0.0355781641779786,-0.0318136660223155,-0.046239432006969,-0.0194510547637905,-0.0487118704962108,-0.0288622405684078,-0.0412104239730475,-0.0182251868493522,-0.0286722630035779,-0.0408352998348972,-0.0129502762397072,-0.0215426588745151,-0.0412235077020108,0.00066677094352793,-0.0199259857750438,0.0619537721835942,0.0580386297985626,0.0539103100701287,0.0506784096699104,0.0139370005342412,-0.00365605007558506,-0.0374356547317542,-0.0216743783427891,-0.0492226960891789,-0.0433194493560507,-0.0275103903068994,0.0237650101897744,-0.0141961598551098,-0.026906478589482,-0.0346721014998536,0.0363720964705861,-0.0028757166871609,-0.0309654370125273,-0.00769181690736396,-0.0455410307454883,-0.019025713141534,0.0199837083095318,0.00126246456923405,-0.000860666618973688,-0.0494500924753962,0.0233858349779529,0.0617725559378868,0.0186030779296237,-0.0361267421743347,-0.0306446317028698
"3",-0.038578417072689,-0.00831153384389555,-0.0208633639360454,-0.0659001720139878,-0.0202261213770918,-0.0197484682330732,-0.0108215548694249,-0.0532180909412722,-0.0366757220978622,-0.0272601965891836,-0.0421450471845579,-0.0343849415405453,-0.0214789155348062,-0.014006543288463,-0.0445155499661883,-0.0295784285149128,-0.0137367448095976,0.00121608311601762,0.00660628400687131,-0.0297593790608578,0.0203198189169267,0.00947392328213954,0.00823390185166183,-0.00663080998897031,0.0190149023325493,-0.0454107316074117,-0.079329241719007,-0.0527969801628447,-0.0761944185493787,-0.0114939703998272,-0.0514880354181456,-0.0515901717655236,-0.0069219175239471,-0.053203856787431,-0.0669317643350896,-0.0438063170982634,-0.0432611484560425,0.0174291699861553,-0.019148237585484,-0.0105750994939831,-0.00806680485647119,-0.00532329563134488,-0.0252183786911659,-0.00950041784460869,-0.0371665551361452,-0.00412717787143755,0.0112939251097792,0.0384416906950103,0.0430466691764866,-0.00851661883231355,-0.0310632072813515,-0.0248816172911522,-0.0943254040690698,-0.0344615787673768,-0.0404506489181609,-0.0335458560323636,-0.0120117628644675,-0.0360905437704658,-0.0410398493070006,-0.0574317952890692,-0.0395199964085785,-0.0115602235961998,-0.0204252396230268,-0.0713606870346466,-0.00693934223317146,-0.025645078686241,-0.0169201966310225,-0.0263746245654538,-0.00794291281327836,-0.0163954435133143,0.0392273954595406,0.0144284700518979,0.0384737110287626,0.0445790210111387,0.00738627712596396,-0.0506751307355893,0.00667418930391108,-0.0785794641886101,-0.0527875134067625,-0.0306817093800367,-0.0485821253848009,-0.0513726621403557,-0.0321481895495088,-0.0392679793036003,-0.00381253896437773,-0.0205334336310741,-0.011307539651123,-0.0349497021652542,-0.0285590511494074,-0.0218250563952214,-0.0276372854700811,0.011152216450622,0.021750506243203,0.000671458560009584,0.0164634322286752,0.0248434718506511,-0.000547242882584273,0.020151479835344,0.0283919446473047,0.0357615392911551
"4",0.0786435158954229,0.0760220793690893,0.0953372131168162,0.086057155434412,0.082990857392787,0.0972960358010948,0.109378293331418,0.0994595749063315,0.0881092130357168,0.0903142761943851,0.105377457301357,0.118044703439308,0.0808777139197043,0.0950492002227911,0.0183013289001264,0.0658606233624579,0.121554474303212,0.0874646355052678,0.116983364854743,0.114442147930397,0.0974129208059726,0.0765698157502601,0.0634172943635856,0.100767196773492,0.0855554047322192,0.120594965445379,0.100052843822264,0.107973733534808,0.0872784758952542,0.103754693414529,0.0908673396931077,0.101387762904054,0.0833158320815971,0.100796334240316,0.103966430479339,0.115608958736614,0.083275042724453,0.111222337683752,0.0944191550138923,0.0803372178597616,0.124420160544375,0.105080738930193,0.104401948606326,0.0861065434550811,0.120579014748476,0.114057369413727,0.118747493284684,0.0892846474126165,0.0662323920339282,0.0809252945618975,0.105778455822332,0.113908917563755,0.0904122378089014,0.0972352422241754,0.105533789269945,0.106677476291933,0.0876911226652532,0.114061151132027,0.110886929246658,0.0820729727214986,0.121708379781169,0.0902002961130184,0.123585362620144,0.110911187005297,0.0932548310199852,0.115325256360321,0.120467842977883,0.0725187840088576,0.0695636181852803,0.120283530848133,0.0696135346735452,0.0812679276102395,0.0994514943501406,0.0851960011539402,0.110667773484252,0.0969939481067289,0.111663615393331,0.100741657379585,0.108460133779303,0.0801616744518933,0.10547750599508,0.0982511825489795,0.118997525339873,0.110818761923096,0.0856431202417541,0.094847098667792,0.110963173538554,0.0753135512629999,0.110927006873073,0.0645215080084365,0.0980184964751946,0.0974642060772157,0.127946345130427,0.0812176871720255,0.0672823769894648,0.0999404565127923,0.0689272277257907,0.0718939209078427,0.0514091463155293,0.0582147646642234
"5",-0.0111692451371678,-0.00144544837357613,-0.0337703865232677,0.0450917735037882,0.0133678697950388,-0.0227058730688661,-0.00514446055621103,-0.0430777010204956,-0.0152355730869064,0.0021914632663776,0.00400118939775555,-0.0740709989550928,0.0166171414165662,-0.0183916948334935,-0.022562348759039,-0.0428653156120192,-0.0384329087400957,-0.0385844879174364,-0.0380899054763454,-0.00686232685605381,-0.0336073509178645,-0.0435955101268183,-0.0248048866105038,-0.0585924640333989,-0.0395154921747715,-0.00654705885833363,0.0224388898108594,0.0153700981509075,-0.0082709521193118,-0.0233611190346169,-0.00840340676019519,-0.0360203124463879,-0.00909847616189376,0.00182755891512572,-0.0134062603840156,0.018597120030402,-0.00887595293931061,-0.0102086206751958,-0.0258462327116623,0.0167913943774067,-0.00762998988202248,-0.0217647736443908,0.0013431738917507,-0.00539278920383952,-0.0331755379014256,-0.0553572994873403,-0.090115817308921,-0.029805278868635,-0.0232873766458318,-0.0522140011684758,-0.00964853040542975,-0.0480871997963179,0.0517157018453483,-0.024874943191352,-0.0309127879407729,-0.0225903720029429,-0.00290095575829958,-0.0233645603975694,-0.0150597399598361,-0.000826478134612348,0.0248828553761722,-0.0432575080834337,-0.0608843235037697,0.0236860886286033,2.78259634109851e-05,-0.0207606279071014,-0.0358307169308684,-0.0509886884293118,-0.0135703964317786,-0.0459124724489198,-0.0649146029638629,-0.0429042008672958,-0.0531289820001074,-0.0367759437384387,-0.0491863531115834,-0.0224831658954187,0.0226788832543376,0.000561544672381238,0.0129704147400292,0.000677779121942258,0.00426430499152913,-0.00178002446884837,0.034021652674255,-0.0268694050621423,0.0106843896845584,-0.0189646924737878,-0.0116380038387367,-0.00313104282396554,0.00982030561143726,0.0170920215449861,-0.0591886957088161,-0.0310802074434363,-0.000497484800548981,-0.043149654023156,-0.00474272572388922,-0.0363170730491506,-0.0612600505401791,-0.0582622766465971,-0.0840920476351462,-0.025622256039322
"6",0.0313102022154111,0.017132698405412,0.0344337650008407,0.0499972090294008,0.0548646642100428,0.00956183644186215,0.0305795780027162,0.0116259906943781,0.0461760754914235,0.0581785910563138,0.00594685506868652,0.0229042581282161,0.0606424121312467,0.00966259520721285,0.019592157362547,-0.00642409470621511,0.00849103479247573,0.0260533235109508,0.0166810668284577,0.0304830356866527,0.00530243051900945,0.044323162147702,-0.00412174064165419,0.00203328317312228,0.0180517751042901,0.0147772966688265,0.00890045533742688,0.0417037573131575,0.0147935179291661,0.0914752265105875,0.0242153046765566,0.0769186366184301,-0.0245566247446536,0.0401201594132447,0.0218266833157577,0.0161689139233866,0.0341385701546511,0.017429169986155,0.0355625632136631,0.0475491856301862,0.00374846749601901,0.0118307747175456,0.0344910725367179,0.0451746549025153,0.00808376173502253,-0.00144497662488112,0.0342895028199238,0.0366139909590392,0.0490816424015626,0.010663904440399,0.0208797092434712,0.0438882243606204,0.0400522066928109,0.0295508120999274,0.0343092539507263,0.0436975551875967,0.028251183428576,0.0184779221121249,0.0214733747435134,0.0141284615812948,0.0265070252849572,0.0101898175384979,0.0324993169642548,0.0287709259156182,0.0318446486180352,-0.046061084053961,-0.000510755698232907,-0.0150762347067202,0.00813362843849684,0.0286982995835475,0.0283247845793829,0.0122255128115347,0.0210461560719679,0.0489985357807811,0.0188550845532343,0.047585567608162,0.0742943218892409,0.0415323511146322,0.0181590795195392,0.0452910454806351,0.0281839611863462,0.0411975059970988,0.050061097477337,-9.84190278099928e-06,0.0454098364977579,-0.0160720794724869,0.0158680497152372,0.0372926097351369,0.0629977344041468,0.0239717751797168,-0.00150419963494417,0.0265583015058148,0.00806556306575183,0.0666291107276916,0.0449080195390345,0.0235211427401965,-0.018068450509337,0.0327190631319517,0.0387663040324574,0.0479961950764971
"7",-0.00942139524134623,-0.0203302858267601,-0.0356577250185401,-0.0160276500051834,0.00513408601369151,-0.0355079757945334,-0.0651120166727098,-0.00175158261047739,-0.0130493672123609,-0.0528987589888718,0.0161753946814264,-0.0161667479127259,-0.00730628877068662,0.0084894093934795,-0.0220297556260532,-0.0456555393231988,-0.0243971995050174,-0.0201045053188597,-0.0211323839833004,-0.0359802447161483,0.00716974224631115,-0.00931503740160631,-0.0302817141043409,0.0235581479787843,-0.0171118400161549,0.00519683260193653,-0.0269512594969406,-0.0207317118593312,-0.0348030243639786,-0.0303271864800672,-0.0268130582381173,-0.0472529558855839,-0.0212676247706901,-0.00281389469553459,-0.0371226714233355,-0.0172958200087039,-0.0278739783620663,-0.0211038013597203,-0.0252194048850789,0.00331676197101045,-0.0155891300293594,-0.00140623357200251,-0.00427873838737277,-0.0348022778011757,-0.0267215655589708,-0.00330201863599489,-0.0117318168368233,-0.0260127799303495,-0.0217003586704026,-0.00495347361662133,-0.0198737773020535,-0.0387048725830507,-0.0182795875680632,-0.0122733997415471,-0.0465128822386031,-0.0194643387747272,-0.0469154908982344,0.00903429876206024,-0.0149437282977049,0.0240703758808398,-0.021281061353113,-0.0308884808818856,-0.00700094791579658,-0.0383913131079678,-0.021560201898215,-0.0273444304696592,-0.00461704647597637,-0.0257699533156694,-0.00136199431213777,-0.0197825480467354,0.00146116870505558,-0.026310221405274,-0.00768570094709087,-0.00325528236152075,-0.024006127310632,-0.0613219999573359,-0.00205599386619332,0.00620485801564782,-0.0142423100356325,0.0103616218704607,-0.0396431168760118,-0.0354144525943093,-0.038531558870109,-0.000613720604203567,-0.0312311931198409,-0.00436050692379572,-0.0103437778235569,-0.038150517741053,-0.0216911684747705,0.0150353938738616,-0.0128375809632058,-0.0667471750155111,0.0121825949063059,0.0159568859871958,-0.0145720643814361,0.0059110407354875,-0.0238107179442412,-0.0150716760542648,0.00560386562348616,-0.0355232119498197
"8",-0.0258571906281032,-0.0169238435532062,-0.0103343959103436,0.027009931862794,-0.0449006807136642,-0.0177356358269373,-0.0425342279135227,-0.0522217185341856,-0.0375203915387388,-0.0607312148121668,-0.0602414454619391,-0.0383435409618641,-0.042254888813687,-0.0473566110527502,-0.0495607002478319,-0.0774492251249103,-0.053590037787855,-0.0748090839702721,-0.0590280669664181,0.0179382382381088,-0.0828556686482657,-0.0836805899583171,-0.0403181997057347,-0.0560869482298325,-0.00434371707941507,-0.0513868539632642,-0.00941160972387342,-0.0482795136124935,-0.0242658766550194,-0.018919976789237,-0.0154371860632466,-0.0289103435287013,-0.0234341039913529,-0.0348677912860421,-0.0461339340213187,-0.0419896446415677,-0.0201334655166987,-0.0221050570412059,-0.0320445734065214,-0.0596080607142065,-0.0725818378120778,-0.0730092629766195,-0.0553064843690255,-0.0355681808206664,-0.0478757154827934,-0.0940243134087337,-0.0625048436364305,-0.0169847693788763,-0.0408630245151381,-0.0352066593021836,-0.0488707095262454,-0.0617336364760109,-0.045220543083739,-0.0590335582244274,-0.00542676637082454,-0.0532421731394553,0.00148467026842282,-0.0561391034734279,-0.0700926424044348,-0.0230358662608351,-0.0382588590728851,-0.0366874202760277,-0.044141747331678,-0.0555194547716333,-0.0391046779466526,-0.0503344227948362,-0.026429880446481,-0.0833896052670107,-0.0548316539700837,-0.00514742160652379,-0.0800838187514683,-0.0655765226423333,-0.0604397641821916,-0.0803011124365311,-0.0512954751067254,-0.0181897804860729,-0.0436769500529686,-0.0123152473569821,0.000274254268069554,0.0103887490334731,-0.0573890504520561,-0.0606055525589196,-0.0382573345245029,-0.02788140871296,-0.0469006871781681,-0.0218171678285744,-0.0661339539156238,-0.0349497021652541,-0.0395333486657912,-0.0350305076565582,-0.0462598704507155,-0.0586141340071861,-0.0806224367447048,-0.0235065582430336,-0.0723686815601287,-0.0668033123881692,-0.0940947407541146,-0.0784804238316547,-0.0246059879380485,-0.0383955749385962
"9",-0.0226550846344309,-0.0110148630091671,-0.0370393610590279,-0.0166212914757472,-0.036411097427506,-0.00413875927005616,-0.00387511023747072,0.0335038475072328,-0.0174792926233612,-0.00962688065822268,-0.00772863663477016,0.00231080711173566,0.0288930188364993,-0.000228052631670469,-0.00308978460513293,-0.0335216042991821,-0.00378292567993889,0.0124398274064741,0.0041876896954109,0.0247085109063532,0.010465768519999,0.0138930425063776,-0.00159973181050153,0.0571222283431098,0.0340862551571937,0.0259963767435709,-0.0311776694997946,0.00539864639872289,-0.0257036636027832,-0.0114939703998274,-0.027528432229876,-0.00213112065110611,-0.015776756686341,0.0227079567520818,-0.00884552467915337,0.0432673522003457,-0.0479997261522146,-0.0401411633941159,-0.00676081331302037,-0.0192699316477013,0.00374846749601909,0.0475999850742646,0.00270401668200587,-0.0231495329968363,0.0176727460352399,0.00916789690222721,0.00951426617021163,0.0403604823270472,0.0289820482304869,0.0317687793047363,-0.0393884365398995,-0.0137919271957534,-0.0387541194046297,-0.0273753717613853,0.00192394972088822,-0.019225091694595,0.0284617890557554,0.0136955671969837,0.0144974672813117,0.0134721445336229,0.018718304593159,0.0137529716934925,0.00539393478402659,-0.0174499557301215,-0.00262495510936043,-0.0100296786517787,-0.000229173865678277,0.0194497641941173,0.0154168360504124,0.00393608831523733,0.028614509849953,0.0695516083818381,0.051899605635297,0.0243623058416423,0.0308295243659664,-0.0272258817853457,-0.00403125837562859,-0.0297041237622488,-0.030612658409162,-0.0329740136049738,-0.00560835632966205,-0.0108772302250883,-0.0196799837241083,-0.0399310082173923,-0.0331113792847862,-0.0329856505122903,-0.00894648563205923,0.000632470507178993,-0.0185786932277072,-0.0148870505285206,-0.000124596001423125,0.0269541828868114,-0.026091654276275,0.0158461187772294,-0.00964384425676011,0.00929197327471814,0.0291170269985072,0.013106659210532,0.0182467079065584,0.0200715097764013
"10",-0.0612960833358755,-0.0511315225880282,-0.075488198579772,-0.0797240424912332,-0.0841948886113375,-0.0747683608505228,-0.0650764401453158,-0.0686279569438439,-0.102511784478913,-0.0797276113104836,-0.0568651143400783,-0.105477219746002,-0.0994387239161162,-0.0867878434609834,-0.0459538773585845,-0.059093021590043,-0.061664011747478,-0.0955940651022456,-0.0817816956719824,-0.0867793577274767,-0.0777247390882654,-0.0351257025725963,-0.0593789096428396,-0.0574930564127643,-0.0347344717380731,-0.0684755253208162,-0.053925451102713,-0.0769109504662151,-0.0737331998759072,-0.0595458285397602,-0.0599144255967116,-0.0733436673789419,-0.0996052955919795,-0.0423058277383977,-0.0628708944777969,-0.0233333553408071,-0.0394466527264365,-0.0909151615682162,-0.0555058614038175,-0.0890644827726655,-0.0896718207167652,-0.0706264425338402,-0.0866186181194467,-0.0813820279743367,-0.0720844158011082,-0.0215322571064636,-0.0431475354460375,-0.0817146788825922,-0.0296323327914541,-0.0440057774104183,-0.0663778198970874,-0.0647617379037738,-0.0785611923292317,-0.0941345325526725,-0.0560984453133178,-0.0502029819717385,-0.0688644457746007,-0.0913781731517234,-0.04420761759087,-0.101962558541972,-0.0673241762410152,-0.0597725612217407,-0.0406620556111772,-0.0112997806886039,-0.0783480876926943,-0.0791572960104073,-0.0856686062158597,-0.0393670813621347,-0.0764065573783126,-0.0488979230480167,-0.045055355143099,-0.0154998643310397,-0.0522013419835167,-0.0537187722527942,-0.0347421289776572,-0.0605019257713988,-0.0905543641260833,-0.0546942609182644,-0.0492226960891788,-0.046910714942125,-0.0613028238407995,-0.0445937701905907,-0.0692665722496971,-0.0665041619446744,-0.0615450575141167,-0.085929275786744,-0.0818422397106948,-0.0560827127854712,-0.0784416544626445,-0.0466165840276389,-0.0683578450360789,-0.0917571485525479,-0.0603164603942312,-0.100682763559346,-0.0336853423660617,-0.0570234670961509,-0.0562067642615026,-0.042558043715439,-0.0516653367361055,-0.00197228097883752
